,,from,to,distance
65308520,65349672,65308520,65349672,208.227985
65308523,65308524,65308523,65308524,99.011479
65308523,65349674,65308523,65349674,208.207773
65308524,65308526,65308524,65308526,94.21231
65308524,65319886,65308524,65319886,208.186565
65308526,65308528,65308526,65308528,94.432426
65308526,65329615,65308526,65329615,208.163855
65308528,65308529,65308528,65308529,94.292063
65308528,65341627,65308528,65341627,208.151251
65308529,65308530,65308529,65308530,94.15042
65308529,65316366,65308529,65316366,208.131544
65308530,65308532,65308530,65308532,94.521018
65308530,65349677,65308530,65349677,208.107333
65308532,65308533,65308532,65308533,94.380015
65308532,65349679,65308532,65349679,208.089639
65308533,65342701,65308533,65342701,208.062916
65308533,7194899000,65308533,7194899000,85.918228
65308534,7194912888,65308534,7194912888,8.923802
65308534,7194914532,65308534,7194914532,7.854984
65308536,7194863882,65308536,7194863882,9.13529
65308536,7194892271,65308536,7194892271,9.017349
65308538,7194892103,65308538,7194892103,9.525452
65308538,7194903662,65308538,7194903662,7.977872
65308539,65308541,65308539,65308541,94.354182
65308539,65318508,65308539,65318508,207.921065
65308541,7155489962,65308541,7155489962,18.751379
65308541,7155489963,65308541,7155489963,48.818452
65308549,65299622,65308549,65299622,94.292993
65308549,65333137,65308549,65333137,207.832734
65308552,65308554,65308552,65308554,94.328865
65308552,65349683,65308552,65349683,207.820124
65308554,65296063,65308554,65296063,94.362754
65308554,65349691,65308554,65349691,207.819121
65308567,65308573,65308567,65308573,94.266974
65308567,65329573,65308567,65329573,207.858473
65308573,65308581,65308573,65308581,94.381133
65308573,65341548,65308573,65341548,207.87816
65308581,65308586,65308581,65308586,94.302846
65308581,65349693,65308581,65349693,207.823143
65308586,65308587,65308586,65308587,94.275937
65308586,65342765,65308586,65342765,207.844848
65308587,65297051,65308587,65297051,94.469727
65308587,65330033,65308587,65330033,207.882753
65308590,315367013,65308590,315367013,54.482177
65308590,4021327368,65308590,4021327368,207.952881
65308593,65308595,65308593,65308595,94.259273
65308593,65349699,65308593,65349699,207.978102
65308595,65308598,65308595,65308598,94.26683
65308595,65309738,65308595,65309738,105.539104
65308598,65308600,65308598,65308600,94.285086
65308598,65322185,65308598,65322185,105.374572
65308612,65339305,65308612,65339305,71.110468
65308621,65314146,65308621,65314146,61.41416
65308633,3892342493,65308633,3892342493,22.693611
65308633,6357368480,65308633,6357368480,139.760187
65308635,6357368470,65308635,6357368470,6.713704
65308635,6357368481,65308635,6357368481,10.456101
65308639,65308642,65308639,65308642,199.426113
65308639,5440582133,65308639,5440582133,44.029476
65308642,65299748,65308642,65299748,196.044982
65308642,8272481383,65308642,8272481383,78.670641
65308644,65308653,65308644,65308653,15.22079
65308653,1607089658,65308653,1607089658,63.470183
65308653,5102833142,65308653,5102833142,178.902199
65308676,8274993636,65308676,8274993636,2.105259
65308685,6357448385,65308685,6357448385,7.318359
65308693,65312089,65308693,65312089,80.83505
65308693,258972778,65308693,258972778,110.951016
65308708,65324934,65308708,65324934,82.634353
65308708,5443111089,65308708,5443111089,33.831163
65308721,261510671,65308721,261510671,10.494781
65308721,4763953359,65308721,4763953359,8.050851
65308730,65308735,65308730,65308735,74.787327
65308735,65358925,65308735,65358925,79.901387
65308735,3999458657,65308735,3999458657,132.962829
65308740,65358927,65308740,65358927,80.114976
65308740,1472411079,65308740,1472411079,31.912071
65308746,261510709,65308746,261510709,32.178458
65308746,1472411079,65308746,1472411079,10.608334
65308756,6639439157,65308756,6639439157,23.787545
65308756,6639439160,65308756,6639439160,33.480069
65308756,7152702776,65308756,7152702776,18.927365
65308764,6925161649,65308764,6925161649,15.219901
65308764,6925161650,65308764,6925161650,9.291809
65308767,3999495551,65308767,3999495551,37.671662
65308767,5020779103,65308767,5020779103,48.989586
65308770,4941620863,65308770,4941620863,31.009895
65308770,5438332481,65308770,5438332481,36.681171
65308867,65308878,65308867,65308878,133.868208
65308867,65311799,65308867,65311799,100.7542
65308878,65280143,65308878,65280143,41.326327
65308878,65308891,65308878,65308891,135.659193
65308891,65308901,65308891,65308901,84.492707
65308901,65308909,65308901,65308909,109.50428
65308909,65308915,65308909,65308915,65.402825
65308909,65339222,65308909,65339222,50.020175
65308915,65344227,65308915,65344227,40.487605
65308925,65299154,65308925,65299154,270.363877
65308925,65323543,65308925,65323543,37.596211
65308965,65343967,65308965,65343967,62.305993
65309032,65288603,65309032,65288603,89.535431
65309032,65307943,65309032,65307943,230.83601
65309040,65309032,65309040,65309032,79.925881
65309047,65309040,65309047,65309040,84.750627
65309058,65288597,65309058,65288597,42.172183
65309058,7238069852,65309058,7238069852,18.971164
65309070,65309073,65309070,65309073,73.946146
65309070,4064695882,65309070,4064695882,182.422152
65309073,65343306,65309073,65343306,182.454332
65309079,4023017969,65309079,4023017969,15.024169
65309093,65297223,65309093,65297223,27.970978
65309093,6919031549,65309093,6919031549,16.460924
65309103,65309093,65309103,65309093,117.800482
65309113,65309103,65309113,65309103,104.159222
65309159,281555723,65309159,281555723,67.029685
65309159,3279043159,65309159,3279043159,206.307625
65309169,281555704,65309169,281555704,145.215546
65309178,65339739,65309178,65339739,80.720686
65309178,3722628504,65309178,3722628504,41.174978
65309184,65309178,65309184,65309178,65.963985
65309200,65288046,65309200,65288046,32.282051
65309200,5040160353,65309200,5040160353,11.823642
65309205,4202269616,65309205,4202269616,9.866771
65309205,4202269629,65309205,4202269629,10.512442
65309211,65309205,65309211,65309205,99.750175
65309221,65309211,65309221,65309211,118.98066
65309235,3742028876,65309235,3742028876,28.858705
65309240,65309235,65309240,65309235,44.259045
65309270,3722672439,65309270,3722672439,9.725993
65309270,5241967554,65309270,5241967554,11.554285
65309283,8452202125,65309283,8452202125,32.210095
65309295,65307023,65309295,65307023,34.461993
65309295,8451935727,65309295,8451935727,9.121817
65309295,8452281748,65309295,8452281748,32.610404
65309297,65307023,65309297,65307023,26.792509
65309300,4178280996,65309300,4178280996,4.838195
65309302,65308402,65309302,65308402,17.078286
65309306,4178280997,65309306,4178280997,32.57377
65309306,8451935674,65309306,8451935674,36.483665
65309308,5241901980,65309308,5241901980,6.500635
65309308,8451935670,65309308,8451935670,13.260121
65309424,65309428,65309424,65309428,113.638944
65309428,1742314677,65309428,1742314677,14.356985
65309428,2807954102,65309428,2807954102,167.882261
65309454,2360832796,65309454,2360832796,100.441026
65309454,3741990223,65309454,3741990223,30.031721
65309488,65326852,65309488,65326852,48.789624
65309488,613315054,65309488,613315054,16.834484
65309495,5427637920,65309495,5427637920,33.704795
65309510,65283457,65309510,65283457,40.09838
65309522,6270792544,65309522,6270792544,12.730064
65309522,6270792545,65309522,6270792545,11.049048
65309522,6270792546,65309522,6270792546,10.653795
65309550,65322441,65309550,65322441,94.233668
65309550,3997892057,65309550,3997892057,27.202051
65309555,3997910114,65309555,3997910114,41.635699
65309555,4179442962,65309555,4179442962,26.949582
65309559,5554016856,65309559,5554016856,10.472346
65309559,5554016857,65309559,5554016857,10.259855
65309568,469713602,65309568,469713602,39.046937
65309568,4062846078,65309568,4062846078,146.509174
65309581,65295135,65309581,65295135,207.95805
65309581,65310645,65309581,65310645,94.155829
65309583,6356887177,65309583,6356887177,8.844136
65309583,6356887182,65309583,6356887182,10.838828
65309586,65309588,65309586,65309588,207.445782
65309586,65322482,65309586,65322482,94.400658
65309588,65297149,65309588,65297149,94.4344
65309588,65309593,65309588,65309593,137.201446
65309615,65323148,65309615,65323148,124.064027
65309615,2179348985,65309615,2179348985,14.729874
65309647,4365584371,65309647,4365584371,35.376165
65309647,6353186852,65309647,6353186852,196.158648
65309650,6353182683,65309650,6353182683,8.251826
65309650,6353186853,65309650,6353186853,11.228976
65309652,65294006,65309652,65294006,207.676887
65309652,65322499,65309652,65322499,94.218907
65309655,65288290,65309655,65288290,207.888899
65309655,65322502,65309655,65322502,94.240583
65309690,65309692,65309690,65309692,45.65892
65309692,4023017960,65309692,4023017960,82.16387
65309715,65309718,65309715,65309718,74.081364
65309715,65322820,65309715,65322820,124.895757
65309718,65309720,65309718,65309720,59.52197
65309718,65367976,65309718,65367976,178.774465
65309720,1711296730,65309720,1711296730,14.660285
65309721,65298584,65309721,65298584,74.2397
65309721,65332045,65309721,65332045,177.856604
65309735,65309736,65309735,65309736,102.210852
65309735,4022971291,65309735,4022971291,47.374058
65309736,65308595,65309736,65308595,214.319634
65309736,65322183,65309736,65322183,94.274988
65309738,65309740,65309738,65309740,102.463728
65309738,65322185,65309738,65322185,94.223483
65309740,65309742,65309740,65309742,207.780259
65309740,65322187,65309740,65322187,94.262994
65309742,4021327365,65309742,4021327365,208.18104
65309742,8727424878,65309742,8727424878,85.298807
65309752,65355434,65309752,65355434,94.285605
65309752,5363516811,65309752,5363516811,188.850525
65309754,6353362535,65309754,6353362535,9.379449
65309754,6353362689,65309754,6353362689,10.684343
65309756,65294084,65309756,65294084,207.744016
65309756,65322149,65309756,65322149,94.413945
65309759,65288347,65309759,65288347,207.866696
65309759,65322152,65309759,65322152,94.399888
65309762,65309765,65309762,65309765,207.398347
65309762,65321257,65309762,65321257,94.404636
65309765,65309767,65309765,65309767,208.089342
65309765,65322156,65309765,65322156,94.390061
65309767,65309770,65309767,65309770,207.599253
65309767,65322159,65309767,65322159,94.392436
65309770,65295206,65309770,65295206,207.632586
65309770,65310684,65309770,65310684,94.394806
65309772,6355818266,65309772,6355818266,11.042244
65309772,6355820493,65309772,6355820493,9.235143
65309774,6355818269,65309774,6355818269,8.739091
65309774,6355818271,65309774,6355818271,9.402319
65309776,4034121722,65309776,4034121722,9.775963
65309776,6355818284,65309776,6355818284,8.818351
65309778,1221102891,65309778,1221102891,86.396884
65309787,65318037,65309787,65318037,16.606264
65309787,6336978422,65309787,6336978422,6.048826
65309788,8433164920,65309788,8433164920,8.25243
65309788,8433164927,65309788,8433164927,8.817742
65309790,8441279914,65309790,8441279914,9.469903
65309790,8441279915,65309790,8441279915,6.804604
65309792,8373348930,65309792,8373348930,5.167934
65309795,65309798,65309795,65309798,79.834794
65309795,8373348928,65309795,8373348928,66.014725
65309798,65315938,65309798,65315938,50.486527
65309807,5438253766,65309807,5438253766,58.490387
65309810,65314222,65309810,65314222,89.421759
65309810,6862532112,65309810,6862532112,83.591355
65309815,65325197,65309815,65325197,178.692877
65309815,5437877125,65309815,5437877125,31.812842
65309820,1677788942,65309820,1677788942,66.158371
65309820,6167128581,65309820,6167128581,15.235783
65309823,65313240,65309823,65313240,195.083605
65309823,6167117700,65309823,6167117700,37.652109
65309825,65309823,65309825,65309823,36.459301
65309825,5437877143,65309825,5437877143,48.175669
65309827,65309825,65309827,65309825,15.315274
65309827,8914107685,65309827,8914107685,8.907067
65309828,6639397830,65309828,6639397830,15.659724
65309828,6639397832,65309828,6639397832,39.026343
65309836,6639264628,65309836,6639264628,45.140214
65309836,8926909094,65309836,8926909094,6.910061
65309838,65309836,65309838,65309836,17.969402
65309840,8936295802,65309840,8936295802,87.570387
65309842,3998587685,65309842,3998587685,14.125051
65309842,6336978423,65309842,6336978423,15.14361
65309852,1735947596,65309852,1735947596,175.764785
65309863,615144100,65309863,615144100,8.35638
65309866,65314788,65309866,65314788,71.498392
65309866,258755838,65309866,258755838,167.884903
65309878,8889049183,65309878,8889049183,7.504902
65309885,65333101,65309885,65333101,79.141161
65309885,1221102835,65309885,1221102835,193.928586
65309892,65312871,65309892,65312871,168.31094
65309892,315433080,65309892,315433080,38.437289
65309896,65332547,65309896,65332547,183.6905
65309914,65336904,65309914,65336904,55.452707
65309914,65371443,65309914,65371443,23.069447
65309929,65287089,65309929,65287089,65.762343
65309929,65333881,65309929,65333881,118.015
65309929,8414532846,65309929,8414532846,243.001858
65309941,65309953,65309941,65309953,113.226634
65309941,65345738,65309941,65345738,75.153787
65309953,65280798,65309953,65280798,146.650678
65309953,65287486,65309953,65287486,326.807177
65309981,65299261,65309981,65299261,30.430654
65309992,65309997,65309992,65309997,76.011702
65309992,318299785,65309992,318299785,61.412993
65309997,65291335,65309997,65291335,77.527602
65309997,65306875,65309997,65306875,102.941268
65309997,65336208,65309997,65336208,144.713113
65309999,65288585,65309999,65288585,186.414599
65309999,6348551922,65309999,6348551922,5.099991
65310014,65296186,65310014,65296186,79.107177
65310014,65306880,65310014,65306880,231.435591
65310028,65309992,65310028,65309992,10.620371
65310037,260494525,65310037,260494525,143.081745
65310037,4350171058,65310037,4350171058,12.268272
65310039,65310042,65310039,65310042,57.824026
65310042,408494403,65310042,408494403,60.07114
65310057,65310060,65310057,65310060,104.759571
65310057,4179110439,65310057,4179110439,16.432778
65310060,65306201,65310060,65306201,63.99901
65310060,65310062,65310060,65310062,202.124256
65310062,65306192,65310062,65306192,63.935088
65310062,65310065,65310062,65310065,150.215809
65310065,65293011,65310065,65293011,62.154347
65310065,65310067,65310065,65310067,198.561765
65310067,65306185,65310067,65306185,74.262089
65310073,65310074,65310073,65310074,44.52682
65310074,65310077,65310074,65310077,74.37088
65310074,65311790,65310074,65311790,50.786463
65310077,65311792,65310077,65311792,134.821565
65310082,65330923,65310082,65330923,2.996441
65310082,7231541031,65310082,7231541031,7.746946
65310090,65336116,65310090,65336116,42.366263
65310098,1501430193,65310098,1501430193,22.659336
