,,from,to,distance
7025569294,65307098,7025569294,65307098,4.574891
7025569294,7025569293,7025569294,7025569293,3.928658
7025569295,7025573387,7025569295,7025573387,72.795855
7025569296,7025567035,7025569296,7025567035,162.127327
7025569296,7025569297,7025569296,7025569297,8.274937
7025569297,65318612,7025569297,65318612,10.441483
7025569297,7025569295,7025569297,7025569295,8.247752
7025569993,7025569296,7025569993,7025569296,3.828028
7025569993,7025569995,7025569993,7025569995,10.371772
7025569994,7025565330,7025569994,7025565330,3.957916
7025569995,258968244,7025569995,258968244,3.871018
7025569995,7025569994,7025569995,7025569994,6.072909
7025572159,7025572162,7025572159,7025572162,6.974856
7025572159,7025573391,7025572159,7025573391,130.650425
7025572160,7025567983,7025572160,7025567983,10.444236
7025572161,65307098,7025572161,65307098,79.254849
7025572161,7025572160,7025572161,7025572160,4.831674
7025572162,65317399,7025572162,65317399,10.445613
7025572162,7025572161,7025572162,7025572161,8.543941
7025573386,7025568917,7025573386,7025568917,79.87258
7025573386,7025573388,7025573386,7025573388,4.440068
7025573388,258967879,7025573388,258967879,181.512893
7025573388,7025573387,7025573388,7025573387,5.354832
7025573391,5438558042,7025573391,5438558042,3.072513
7025573391,7025566605,7025573391,7025566605,30.839906
7025573723,258968242,7025573723,258968242,3.824634
7025573723,7025553662,7025573723,7025553662,8.372755
7025578412,7025569295,7025578412,7025569295,2.686941
7025578413,65324858,7025578413,65324858,94.290559
7025578413,7025578412,7025578413,7025578412,8.728331
7026307316,3999125058,7026307316,3999125058,149.099194
7026307316,6587926827,7026307316,6587926827,15.487628
7027439590,343517482,7027439590,343517482,51.792699
7027439590,2179216892,7027439590,2179216892,17.316261
7031029464,7031029466,7031029464,7031029466,10.020096
7031029464,7031073714,7031029464,7031073714,8.364648
7031029465,7031084963,7031029465,7031084963,75.54984
7031029465,7031091335,7031029465,7031091335,8.731164
7031029466,7031029465,7031029466,7031029465,10.003683
7031029466,7031077761,7031029466,7031077761,76.001496
7031039239,7031084761,7031039239,7031084761,9.669512
7031067745,7031084760,7031067745,7031084760,6.241379
7031067745,8248658551,7031067745,8248658551,176.431753
7031068907,7031067745,7031068907,7031067745,9.846178
7031068907,7031068909,7031068907,7031068909,8.809399
7031068908,6483277731,7031068908,6483277731,9.699787
7031068909,65312213,7031068909,65312213,78.493665
7031068909,7031068908,7031068909,7031068908,8.845878
7031073714,7031073713,7031073714,7031073713,5.576004
7031073714,7761291536,7031073714,7761291536,176.041257
7031077761,65312219,7031077761,65312219,5.309136
7031077761,7031084963,7031077761,7031084963,9.100506
7031084760,7031088287,7031084760,7031088287,74.977129
7031084761,65312216,7031084761,65312216,6.650047
7031084761,7031084760,7031084761,7031084760,9.554887
7031084962,7031039239,7031084962,7031039239,74.285939
7031084962,7031084964,7031084962,7031084964,8.746509
7031084964,65312219,7031084964,65312219,9.003572
7031084964,7031084963,7031084964,7031084963,5.439859
7031088287,7031088289,7031088287,7031088289,8.865973
7031088287,7031090470,7031088287,7031090470,9.863842
7031088288,7031029464,7031088288,7031029464,76.269477
7031088288,7031077761,7031088288,7031077761,9.71761
7031088289,7031088288,7031088289,7031088288,5.158185
7031088289,7761324744,7031088289,7761324744,176.035709
7031090470,7031084761,7031090470,7031084761,74.633534
7031090470,7031084962,7031090470,7031084962,8.885508
7031091335,65293642,7031091335,65293642,10.228419
7031091335,7031091334,7031091335,7031091334,6.314636
7034776608,4900969301,7034776608,4900969301,2.863293
7034776614,7034776625,7034776614,7034776625,13.364413
7034776625,4900969301,7034776625,4900969301,4.414316
7043605892,5429899899,7043605892,5429899899,3.611087
7043605892,6925251698,7043605892,6925251698,10.052912
7043607243,6201195197,7043607243,6201195197,70.224819
7043607243,7228212663,7043607243,7228212663,17.505592
7044465220,3532718858,7044465220,3532718858,4.345306
7044465220,7044465221,7044465220,7044465221,4.152075
7044465224,7044465220,7044465224,7044465220,7.934609
7044465226,7044465224,7044465226,7044465224,11.274191
7044465228,7044465271,7044465228,7044465271,8.09407
7044465230,7044465228,7044465230,7044465228,11.564963
7044465232,7044465230,7044465232,7044465230,11.399256
7044465233,6940426689,7044465233,6940426689,18.482171
7044465235,2101121535,7044465235,2101121535,9.068192
7044465236,3532718881,7044465236,3532718881,4.82281
7044465237,3532718882,7044465237,3532718882,12.424653
7044465237,7228926471,7044465237,7228926471,14.193241
7044465238,6329528591,7044465238,6329528591,6.293461
7044465239,7044465244,7044465239,7044465244,4.024336
7044465239,7044465248,7044465239,7044465248,7.926189
7044465239,7044465251,7044465239,7044465251,51.2667
7044465242,7044465236,7044465242,7044465236,2.297737
7044465244,7044465251,7044465244,7044465251,51.438666
7044465244,7529438034,7044465244,7529438034,2.099884
7044465245,7044465239,7044465245,7044465239,3.863337
7044465245,7044465244,7044465245,7044465244,5.627786
7044465246,7044465251,7044465246,7044465251,27.020618
7044465248,7044465246,7044465248,7044465246,22.190146
7044465248,7044465269,7044465248,7044465269,23.467607
7044465251,310729129,7044465251,310729129,50.856468
7044465256,3532718874,7044465256,3532718874,11.009649
7044465257,7228981005,7044465257,7228981005,3.467826
7044465259,6428857997,7044465259,6428857997,45.864448
7044465259,7228981006,7044465259,7228981006,9.948399
7044465263,310729134,7044465263,310729134,1.19451
7044465263,7044465264,7044465263,7044465264,22.663414
7044465264,7044465235,7044465264,7044465235,1.937859
7044465264,7044465265,7044465264,7044465265,8.988995
7044465265,2101121535,7044465265,2101121535,1.78744
7044465265,7044465268,7044465265,7044465268,3.600469
7044465266,7044465267,7044465266,7044465267,12.067531
7044465266,7044465272,7044465266,7044465272,3.688246
7044465267,7044465268,7044465267,7044465268,17.967218
7044465268,2101121567,7044465268,2101121567,2.672241
7044465269,7044465230,7044465269,7044465230,26.41157
7044465269,7044465263,7044465269,7044465263,21.213112
7044465271,7044465226,7044465271,7044465226,3.817989
7044465272,7044465264,7044465272,7044465264,16.600317
7044879953,65319933,7044879953,65319933,48.902154
7047725332,7047725334,7047725332,7047725334,12.086345
7047725332,7047725337,7047725332,7047725337,4.137305
7047725334,7590600939,7047725334,7590600939,58.850019
7047725337,7047725339,7047725337,7047725339,9.494938
7047725337,7209002728,7047725337,7209002728,49.061628
7047725338,7047725340,7047725338,7047725340,2.012141
7047725339,65282779,7047725339,65282779,14.220593
7047725339,7047725338,7047725339,7047725338,9.886786
7047725340,7047725341,7047725340,7047725341,2.29844
7047725340,7721354610,7047725340,7721354610,56.629648
7047725341,7047725343,7047725341,7047725343,12.258056
7047725342,7047725344,7047725342,7047725344,2.505473
7047725343,65282779,7047725343,65282779,11.714664
7047725343,7047725342,7047725343,7047725342,8.372603
7047725344,7047725345,7047725344,7047725345,2.405306
7047725344,7209007980,7047725344,7209007980,51.637828
7047725344,7228253180,7047725344,7228253180,183.506012
7047725345,7047725347,7047725345,7047725347,10.819513
7047725347,7047725346,7047725347,7047725346,11.145607
7047725347,9552078942,7047725347,9552078942,25.527575
7047807959,7047807960,7047807959,7047807960,17.36995
7047807959,7047807962,7047807959,7047807962,2.679215
7047807960,7047807977,7047807960,7047807977,1.944334
7047807962,7047725346,7047807962,7047725346,141.885464
7047807962,7047807963,7047807962,7047807963,1.790502
7047807963,3790925689,7047807963,3790925689,4.955401
7047807964,7047807967,7047807964,7047807967,2.343771
7047807967,7047807968,7047807967,7047807968,2.55075
7047807968,7047807970,7047807968,7047807970,10.958704
7047807968,7234316404,7047807968,7234316404,30.909622
7047807969,7047807971,7047807969,7047807971,1.582056
7047807970,5437055080,7047807970,5437055080,32.460673
7047807970,7047807969,7047807970,7047807969,9.389453
7047807971,7047807972,7047807971,7047807972,1.583818
7047807971,7209002758,7047807971,7209002758,50.315483
7047807972,7047807974,7047807972,7047807974,1.644726
7047807974,6329528587,7047807974,6329528587,56.257659
7047807974,7047807975,7047807974,7047807975,15.390384
7047807975,65290786,7047807975,65290786,55.795987
7047807975,7047807973,7047807975,7047807973,2.967644
7047807977,7047807979,7047807977,7047807979,12.964618
7047807978,7047807980,7047807978,7047807980,1.899502
7047807979,65284950,7047807979,65284950,11.279931
7047807979,7047807978,7047807979,7047807978,10.648823
7047807980,7047807973,7047807980,7047807973,1.531348
7047807980,7209002749,7047807980,7209002749,49.930353
7047807981,65290222,7047807981,65290222,25.898359
7055513364,2942645861,7055513364,2942645861,78.516665
7055513365,2942645861,7055513365,2942645861,36.945417
7056238432,7056238448,7056238432,7056238448,62.669245
7056238432,7056240086,7056238432,7056240086,14.850338
7056238448,7056240085,7056238448,7056240085,13.805811
7056240085,6382089291,7056240085,6382089291,5.936655
7056240085,7056240086,7056240085,7056240086,63.28012
7056240086,6382089299,7056240086,6382089299,5.056432
7056335155,7228376778,7056335155,7228376778,31.696335
7056810338,2653211610,7056810338,2653211610,74.287608
7056810339,65298447,7056810339,65298447,5.694364
7056810339,7056810354,7056810339,7056810354,33.393349
7056810351,7056810354,7056810351,7056810354,16.207086
7056810354,7139512313,7056810354,7139512313,13.367998
7059349286,4785390938,7059349286,4785390938,28.407744
7059349286,7059349288,7059349286,7059349288,9.756167
7059349288,1066863925,7059349288,1066863925,21.539671
7059349290,3741990716,7059349290,3741990716,20.380946
7059349290,6467212908,7059349290,6467212908,4.099862
7059349291,7059349292,7059349291,7059349292,9.711074
7059349291,7059349293,7059349291,7059349293,5.600726
7059349292,3741990097,7059349292,3741990097,59.485562
7059349293,6467212907,7059349293,6467212907,3.822926
7059349294,7059349292,7059349294,7059349292,3.06546
7059349296,7059349293,7059349296,7059349293,11.254754
7059349296,7059349294,7059349296,7059349294,1.068358
7060204227,5437055081,7060204227,5437055081,15.797056
7060204227,7060204230,7060204227,7060204230,65.863487
7060204230,5437055102,7060204230,5437055102,25.057689
7068785752,6639470823,7068785752,6639470823,60.807151
7071031393,4552089024,7071031393,4552089024,36.605468
7071031395,1367517843,7071031395,1367517843,43.516156
7071445785,7094794588,7071445785,7094794588,36.027958
7071954736,303659191,7071954736,303659191,14.022891
7071954746,1467815874,7071954746,1467815874,37.760164
7078930165,373402456,7078930165,373402456,13.51492
7083536153,3741990333,7083536153,3741990333,14.97866
7083536153,7083536159,7083536153,7083536159,3.593147
7083536154,65305667,7083536154,65305667,9.815142
7083536154,7083536153,7083536154,7083536153,26.141914
7083536155,65305667,7083536155,65305667,6.750025
7083536155,7083536154,7083536155,7083536154,7.115958
7083536157,2961623558,7083536157,2961623558,7.397474
7083536157,7083536160,7083536157,7083536160,25.966112
7083536157,8451930201,7083536157,8451930201,31.99096
7083536158,3741990141,7083536158,3741990141,232.254177
7083536158,7083536153,7083536158,7083536153,3.609659
7083536159,8004169942,7083536159,8004169942,7.874243
7083536160,8004169941,7083536160,8004169941,192.299408
7086735621,4178540327,7086735621,4178540327,0.554583
7087878152,6202245823,7087878152,6202245823,132.467978
7087878152,7087878153,7087878152,7087878153,8.638416
7087878153,7087878154,7087878153,7087878154,14.385676
7087878154,7087878155,7087878154,7087878155,47.601253
7087878155,7087878156,7087878155,7087878156,13.402756
7087878156,6202275669,7087878156,6202275669,4.405918
7092534049,7086735621,7092534049,7086735621,37.443269
7092534049,7092534050,7092534049,7092534050,10.201916
7092534050,7092534055,7092534050,7092534055,7.682808
7092534054,7092534050,7092534054,7092534050,12.022668
7092534054,7092534059,7092534054,7092534059,2.050264
7092534055,7092534056,7092534055,7092534056,2.687227
7092534056,7092534059,7092534056,7092534059,1.480367
7092534057,65316123,7092534057,65316123,12.482038
7092534059,7092534057,7092534059,7092534057,36.988403
7092534060,65353311,7092534060,65353311,76.791308
7092534060,7092534054,7092534060,7092534054,168.73232
7092592134,65310628,7092592134,65310628,81.162275
7092592136,5441051878,7092592136,5441051878,30.294017
7092592137,7092592134,7092592137,7092592134,33.1373
7092592137,7092592136,7092592137,7092592136,38.729621
7092592191,5440543645,7092592191,5440543645,32.641679
7092592196,65316061,7092592196,65316061,70.983697
7092592199,5440543646,7092592199,5440543646,5.271778
7092592199,7092592202,7092592199,7092592202,9.933068
7092592201,7092592222,7092592201,7092592222,10.073574
7092592202,7092592201,7092592202,7092592201,6.049299
7092592203,7092592223,7092592203,7092592223,1.153317
7092592217,7092592191,7092592217,7092592191,104.274709
7092592217,7092592203,7092592217,7092592203,1.083055
7092592218,5440543646,7092592218,5440543646,17.290372
7092592218,7092592219,7092592218,7092592219,12.492221
7092592219,7092592217,7092592219,7092592217,21.283289
7092592219,7092592221,7092592219,7092592221,1.899055
7092592220,297250208,7092592220,297250208,8.119801
7092592221,7092592220,7092592221,7092592220,5.612887
7092592222,5440543649,7092592222,5440543649,22.983858
7092592223,7092592199,7092592223,7092592199,7.000627
7094718366,1998017252,7094718366,1998017252,48.740993
7094718366,7094718371,7094718366,7094718371,20.518058
7094718368,7094718370,7094718368,7094718370,65.048019
7094718370,7554685620,7094718370,7554685620,18.212143
7094718371,7094718374,7094718371,7094718374,19.007818
7094718371,7554685621,7094718371,7554685621,67.375925
7094718373,7094718366,7094718373,7094718366,18.965587
7094718373,7094718374,7094718373,7094718374,20.54309
7094778282,7071445785,7094778282,7071445785,18.849242
7094778282,8355638692,7094778282,8355638692,21.476707
7094794588,7071445785,7094794588,7071445785,36.027958
7094794588,7094794589,7094794588,7094794589,19.639635
7094794589,5438253542,7094794589,5438253542,2.547318
7101756016,6329857679,7101756016,6329857679,64.998237
7101756017,7101756016,7101756017,7101756016,52.384075
7101756017,9247776172,7101756017,9247776172,23.594379
7101756018,9247776175,7101756018,9247776175,5.858566
7101756019,7101756020,7101756019,7101756020,65.949462
7101756020,6376403460,7101756020,6376403460,7.040201
7101756021,7101756049,7101756021,7101756049,19.109013
7101756021,9247776170,7101756021,9247776170,29.889063
7101756022,7101756021,7101756022,7101756021,15.111846
7101756022,9247776171,7101756022,9247776171,42.784113
7101756026,7101756018,7101756026,7101756018,33.083901
7101756026,7101756022,7101756026,7101756022,67.035588
7101756029,7101756019,7101756029,7101756019,29.421886
7101756029,7101756026,7101756029,7101756026,53.22048
7101756033,7101756020,7101756033,7101756020,78.629339
7101756033,7101756029,7101756033,7101756029,81.784069
7101756034,7101756033,7101756034,7101756033,30.973702
7101756037,7101756034,7101756037,7101756034,94.503751
7101756037,7101756040,7101756037,7101756040,40.19461
7101756038,7101756037,7101756038,7101756037,54.500021
7101756040,7101756034,7101756040,7101756034,83.927565
7101756049,9247776187,7101756049,9247776187,77.026588
7101756051,6382039997,7101756051,6382039997,13.517296
7101756051,7101756061,7101756051,7101756061,159.697604
7101756053,6382039994,7101756053,6382039994,8.596806
7101756053,6382039996,7101756053,6382039996,116.323543
7101756054,7101756053,7101756054,7101756053,10.064714
7101756054,7101766951,7101756054,7101766951,19.708604
7101756061,7101756054,7101756061,7101756054,295.320331
7101756061,7298555698,7101756061,7298555698,12.903094
7101764262,7101756051,7101764262,7101756051,70.071209
7101764262,7101764261,7101764262,7101764261,5.149621
7101764263,9247776188,7101764263,9247776188,14.329335
7101766894,7101766953,7101766894,7101766953,1.17281
7101766895,7101766894,7101766895,7101766894,15.162748
7101766895,7101766922,7101766895,7101766922,1.595795
7101766922,7101766895,7101766922,7101766895,1.595795
7101766925,7101766936,7101766925,7101766936,47.951658
7101766936,7101766937,7101766936,7101766937,34.089198
7101766936,7101766953,7101766936,7101766953,9.088336
7101766937,7101766925,7101766937,7101766925,16.284404
7101766946,7101766937,7101766946,7101766937,38.670829
7101766946,7101766951,7101766946,7101766951,18.892875
7101766950,7101766894,7101766950,7101766894,57.72969
7101766950,7101766946,7101766950,7101766946,56.109028
7101766951,7101766925,7101766951,7101766925,38.680161
7101766953,7101767005,7101766953,7101767005,102.570907
7101767005,7101756054,7101767005,7101756054,217.764592
7103620136,65328894,7103620136,65328894,77.179917
7105168325,5432252705,7105168325,5432252705,10.875156
7105168326,258910905,7105168326,258910905,28.647079
7108550923,7108550931,7108550923,7108550931,8.936846
7108550929,6318851268,7108550929,6318851268,15.414585
7108550929,6329652618,7108550929,6329652618,2.920758
7108550931,6360896508,7108550931,6360896508,2.818938
7108550933,4179555573,7108550933,4179555573,3.17594
7108550933,6360896509,7108550933,6360896509,4.329156
7108550934,6318851272,7108550934,6318851272,93.433444
7108567885,7108567924,7108567885,7108567924,6.728014
7108567912,7108567911,7108567912,7108567911,14.243388
7108567922,65293463,7108567922,65293463,7.104081
7108567922,7108567923,7108567922,7108567923,10.033723
7108567923,65293463,7108567923,65293463,7.069858
7108567923,7108567885,7108567923,7108567885,7.243904
7108567924,5515121125,7108567924,5515121125,53.970407
7109472632,1201407911,7109472632,1201407911,24.651857
7109472632,8075908536,7109472632,8075908536,9.595781
7111663161,65313442,7111663161,65313442,12.522754
7112621138,7112621140,7112621138,7112621140,6.317762
7112621138,7112645153,7112621138,7112645153,4.272369
7112621139,7112623968,7112621139,7112623968,8.103691
7112621139,7112646221,7112621139,7112646221,130.008414
7112621140,7112621139,7112621140,7112621139,7.351677
7112621140,7112646222,7112621140,7112646222,129.244659
7112623967,7112643675,7112623967,7112643675,7.235259
7112623968,65352349,7112623968,65352349,7.278319
7112623968,7112623967,7112623968,7112623967,8.230608
7112623969,7112623971,7112623969,7112623971,23.456104
7112623970,5433624557,7112623970,5433624557,4.055246
7112623970,7112647585,7112623970,7112647585,28.86594
7112623971,5433624560,7112623971,5433624560,14.251458
7112623971,7112623970,7112623971,7112623970,74.684105
7112629115,7112629117,7112629115,7112629117,8.798828
7112629115,7112656976,7112629115,7112656976,9.647947
7112629115,8202138660,7112629115,8202138660,86.695528
7112629116,7112621138,7112629116,7112621138,130.053403
7112629116,7112646222,7112629116,7112646222,9.379743
7112629117,65348291,7112629117,65348291,10.526057
7112629117,7112629116,7112629117,7112629116,7.613269
7112638633,4784302641,7112638633,4784302641,7.856457
7112638633,7112652755,7112638633,7112652755,56.194995
7112643675,65352349,7112643675,65352349,7.613571
7112643675,7112645154,7112643675,7112645154,9.756294
7112645153,7112645155,7112645153,7112645155,6.373748
7112645154,7112623969,7112645154,7112623969,3.409512
7112645155,5433624607,7112645155,5433624607,55.503093
7112645155,7112645154,7112645155,7112645154,6.764527
7112646221,7112657673,7112646221,7112657673,8.112605
7112646222,65348291,7112646222,65348291,8.620852
7112646222,7112646221,7112646222,7112646221,7.728172
7112646395,4784302640,7112646395,4784302640,9.821212
7112647585,4784302644,7112647585,4784302644,9.478846
7112647586,4784302643,7112647586,4784302643,9.366508
7112652754,7112623967,7112652754,7112623967,63.85979
7112652754,7112652756,7112652754,7112652756,4.563966
7112652756,65287229,7112652756,65287229,96.842333
7112652756,7112652755,7112652756,7112652755,4.091609
7112656976,5433624592,7112656976,5433624592,26.489506
7112656976,7112657672,7112656976,7112657672,8.345194
7112657672,8202145198,7112657672,8202145198,26.823196
7112657673,7112657672,7112657673,7112657672,9.003283
7112657673,7301446951,7112657673,7301446951,86.128357
7113971666,6750709963,7113971666,6750709963,35.01229
7113974190,4759501706,7113974190,4759501706,9.653649
7113974191,4759501705,7113974191,4759501705,9.830943
7113976957,4759501703,7113976957,4759501703,9.062472
7113983225,4759501677,7113983225,4759501677,9.386433
7113984829,4759501704,7113984829,4759501704,8.717229
7113986646,65319973,7113986646,65319973,6.773909
7113986646,7114019347,7113986646,7114019347,8.287116
7113997580,4759501680,7113997580,4759501680,7.999981
7113997581,4759501679,7113997581,4759501679,9.892932
7113999922,65329108,7113999922,65329108,8.529416
7114004395,4759501678,7114004395,4759501678,8.737638
7114004728,7114004730,7114004728,7114004730,5.1272
7114004728,7114034469,7114004728,7114034469,39.742232
7114004729,7114013278,7114004729,7114013278,39.046933
7114004730,65351403,7114004730,65351403,8.288057
7114004730,7114004729,7114004730,7114004729,4.110942
7114013278,4759501675,7114013278,4759501675,9.016455
7114013278,4759501676,7114013278,4759501676,7.661858
7114013279,7113986646,7114013279,7113986646,8.865672
7114019348,65319973,7114019348,65319973,8.290361
7114019348,7114019347,7114019348,7114019347,6.595054
7114034468,7114034470,7114034468,7114034470,9.999337
7114034468,7114047186,7114034468,7114047186,7.871167
7114034470,65351407,7114034470,65351407,8.114612
7114034470,7114034469,7114034470,7114034469,7.896292
7114034604,7114019348,7114034604,7114019348,8.376668
7114046497,4759501699,7114046497,4759501699,7.82573
7114046497,7114013279,7114046497,7114013279,87.188217
7114047185,4759501700,7114047185,4759501700,9.498883
7114047186,65295349,7114047186,65295349,97.693457
7114047186,7114047185,7114047186,7114047185,7.806592
7114106607,4710906428,7114106607,4710906428,18.246519
7114147931,65458961,7114147931,65458961,43.479996
7116475494,65292354,7116475494,65292354,97.757958
7116475494,7116475496,7116475494,7116475496,24.223576
7121853047,65325398,7121853047,65325398,36.714089
7121853048,5433624441,7121853048,5433624441,37.722089
7122134748,6166458139,7122134748,6166458139,17.660702
7122134748,6166458140,7122134748,6166458140,39.331368
7124783970,7124783963,7124783970,7124783963,14.158297
7124783970,7124783963,7124783970,7124783963,14.158297
7124783970,7124783963,7124783970,7124783963,14.158297
7124783970,7124783963,7124783970,7124783963,14.158297
7124783971,3458426432,7124783971,3458426432,19.03285
7124783972,315424842,7124783972,315424842,5.265004
7124783972,7124783971,7124783972,7124783971,37.503007
7124783975,7124867394,7124783975,7124867394,33.902399
7124783976,7124783975,7124783976,7124783975,28.975426
7124783976,7124867388,7124783976,7124867388,9.719047
7124783977,7124783980,7124783977,7124783980,17.190361
7124783978,7124783977,7124783978,7124783977,28.847459
7124783978,7124867389,7124783978,7124867389,9.842386
7124783979,7124783978,7124783979,7124783978,17.344164
7124783980,7124783979,7124783980,7124783979,28.718603
7124783980,7124783981,7124783980,7124783981,17.994498
7124783981,7124867393,7124783981,7124867393,8.675101
7124783982,7124783979,7124783982,7124783979,17.844716
7124783982,7124783981,7124783982,7124783981,28.521781
7124783983,7124867390,7124783983,7124867390,8.919742
7124783984,7124783983,7124783984,7124783983,28.215901
7124783984,7124867386,7124783984,7124867386,10.699077
7124867385,7124783983,7124867385,7124783983,11.078273
7124867385,7124867437,7124867385,7124867437,11.37335
7124867386,7124867385,7124867386,7124867385,27.960747
7124867386,7124867387,7124867386,7124867387,7.314482
7124867387,7124867385,7124867387,7124867385,28.724766
7124867388,7124783977,7124867388,7124783977,9.248743
7124867389,7124783975,7124867389,7124783975,9.506312
7124867390,7124783982,7124867390,7124783982,8.475721
7124867393,7124783984,7124867393,7124783984,9.279431
7124867394,7124783974,7124867394,7124783974,7.73865
7124867394,7124783976,7124867394,7124783976,17.740611
7124867396,7124867408,7124867396,7124867408,33.409419
7124867397,7124867396,7124867397,7124867396,27.409041
7124867397,7124867398,7124867397,7124867398,17.267192
7124867398,7124867401,7124867398,7124867401,18.089916
7124867399,7124867396,7124867399,7124867396,17.516316
7124867399,7124867398,7124867399,7124867398,27.420808
7124867400,7124867399,7124867400,7124867399,17.502443
7124867401,7124867400,7124867401,7124867400,27.392863
7124867401,7124867402,7124867401,7124867402,17.671627
7124867402,7124867405,7124867402,7124867405,17.939419
7124867403,7124867400,7124867403,7124867400,17.704423
7124867403,7124867402,7124867403,7124867402,27.40412
7124867404,7124867403,7124867404,7124867403,17.427082
7124867405,7124867404,7124867405,7124867404,27.394415
7124867405,7124867407,7124867405,7124867407,9.933617
7124867407,7124867386,7124867407,7124867386,93.486624
7124867407,7124867411,7124867407,7124867411,28.692375
7124867408,7124867387,7124867408,7124867387,15.373142
7124867408,7124867397,7124867408,7124867397,18.409601
7124867410,7124867404,7124867410,7124867404,10.177946
7124867410,7124867407,7124867410,7124867407,27.406097
7124867411,7124867410,7124867411,7124867410,8.36333
7124867422,3458050545,7124867422,3458050545,3.554333
7124867423,7124867422,7124867423,7124867422,2.304221
7124867426,7124867423,7124867426,7124867423,2.117285
7124867427,7124867426,7124867427,7124867426,2.580857
7124867430,7124867427,7124867430,7124867427,1.919644
7124867431,315425415,7124867431,315425415,32.940852
7124867431,3458050548,7124867431,3458050548,14.186636
7124867435,7124867430,7124867435,7124867430,2.24354
7124867436,7124867435,7124867436,7124867435,1.919644
7124867437,7124867436,7124867437,7124867436,2.566742
7124891260,7124891261,7124891260,7124891261,22.364143
7124891261,7124891266,7124891261,7124891266,20.694026
7124891264,1172630257,7124891264,1172630257,8.593861
7124891266,1172641782,7124891266,1172641782,12.766128
7124891266,7124891264,7124891266,7124891264,41.919445
7124891270,7124891264,7124891270,7124891264,27.582017
7124891274,7124891260,7124891274,7124891260,36.741688
7124891274,7124920485,7124891274,7124920485,111.095685
7124891280,7124891270,7124891280,7124891270,225.49501
7124891281,1173685149,7124891281,1173685149,9.460109
7124891281,7124891280,7124891281,7124891280,10.700124
7124920485,7124920486,7124920485,7124920486,19.420744
7124920486,7124891274,7124920486,7124891274,113.126707
7124920486,7124920487,7124920486,7124920487,58.439351
7124920487,7124920488,7124920487,7124920488,31.196644
7124920488,7124891281,7124920488,7124891281,11.492331
7124920489,1172630257,7124920489,1172630257,17.280827
7124920494,318307148,7124920494,318307148,2.172048
7127373044,260321578,7127373044,260321578,42.435492
7127836213,3532718883,7127836213,3532718883,19.057848
7128027231,65364687,7128027231,65364687,33.273814
7128027239,7128027231,7128027239,7128027231,31.524167
7128027242,2399950818,7128027242,2399950818,124.341558
7128061857,65308283,7128061857,65308283,97.14263
7128061857,7128061858,7128061857,7128061858,52.651047
7128061858,7231501163,7128061858,7231501163,33.863641
7128815687,4941849280,7128815687,4941849280,30.127341
7128815692,7128815697,7128815692,7128815697,20.0888
7128815694,7128815692,7128815694,7128815692,74.715635
7128815694,7128815700,7128815694,7128815700,18.997243
7128815695,7128815694,7128815695,7128815694,19.181178
7128815697,7128815695,7128815697,7128815695,81.111495
7128815697,7128815698,7128815697,7128815698,21.151236
7128815698,7128815706,7128815698,7128815706,87.790783
7128815699,7128815695,7128815699,7128815695,19.119899
7128815699,7128815698,7128815699,7128815698,85.109659
7128815700,7128815692,7128815700,7128815692,76.37063
7128815706,7128815699,7128815706,7128815699,20.154624
7128815706,7128815714,7128815706,7128815714,18.271829
7128815713,4941850472,7128815713,4941850472,13.528779
7128815714,7128815713,7128815714,7128815713,41.154931
7128815715,4941850472,7128815715,4941850472,45.371685
7128815716,4941850733,7128815716,4941850733,16.367818
7128815716,4949438733,7128815716,4949438733,11.441539
7129258272,4763953393,7129258272,4763953393,10.654219
7129263518,7129258272,7129263518,7129258272,19.168311
7129263520,7129297609,7129263520,7129297609,24.239237
7129297609,8984667280,7129297609,8984667280,125.372761
7129335719,258911599,7129335719,258911599,56.583231
7129335720,3997961112,7129335720,3997961112,7.343724
7129335721,3997967144,7129335721,3997967144,28.517327
7129335722,3997961111,7129335722,3997961111,10.137404
7129335723,258910912,7129335723,258910912,23.172609
7129335724,5432252827,7129335724,5432252827,4.12221
7132257737,5841552292,7132257737,5841552292,5.79107
7132257738,5841552298,7132257738,5841552298,17.489844
7132257739,7132259033,7132257739,7132259033,6.410274
7132259031,7133434487,7132259031,7133434487,11.283526
7132259032,7132257738,7132259032,7132257738,23.60223
7132259033,5841552288,7132259033,5841552288,4.305823
7132259034,5437074271,7132259034,5437074271,9.705907
7133426483,5841552297,7133426483,5841552297,4.39487
7133426484,65293760,7133426484,65293760,7.903384
7133434486,5841552302,7133434486,5841552302,69.404508
7133434487,7132257737,7133434487,7132257737,11.291385
7133541704,65317763,7133541704,65317763,2.496689
7133541705,5438253757,7133541705,5438253757,3.894474
7133541706,7133541710,7133541706,7133541710,12.784209
7133541707,4177086679,7133541707,4177086679,132.437703
7133541708,65317754,7133541708,65317754,3.247976
7133541709,5437876928,7133541709,5437876928,42.049898
7133541710,65317763,7133541710,65317763,32.263698
7134800055,65303620,7134800055,65303620,7.503048
7134800055,7134800062,7134800055,7134800062,38.491229
7134800062,7134800058,7134800062,7134800058,29.32152
7134800062,7134800058,7134800062,7134800058,29.32152
7134800062,7134800058,7134800062,7134800058,29.32152
7134800062,7134800058,7134800062,7134800058,29.32152
7134941237,7134941242,7134941237,7134941242,14.366724
